Date,Labels,Predictions,Epistemic,Aleatoric
2022-01-01 00:00:00,1.6,2.0747635,0.8017897009849548,1.2539397478103638
2022-01-01 01:00:00,1.6,1.395003,,
2022-01-01 02:00:00,1.6,1.4019736,,
2022-01-01 03:00:00,1.6,1.9286568,,
2022-01-01 04:00:00,1.6,2.0212808,,
2022-01-01 05:00:00,1.6,2.0253491,,
2022-01-01 06:00:00,3.0,1.9081606,,
2022-01-01 07:00:00,3.0,1.9659077,,
2022-01-01 08:00:00,3.0,2.247863,,
2022-01-01 09:00:00,3.0,2.298555,,
2022-01-01 10:00:00,3.0,2.3043847,,
2022-01-01 11:00:00,3.0,2.2191064,,
2022-01-01 12:00:00,1.3,2.4417205,,
2022-01-01 13:00:00,1.3,2.103664,,
2022-01-01 14:00:00,1.3,2.1827025,,
2022-01-01 15:00:00,3.0,2.2464502,,
2022-01-01 16:00:00,3.0,2.4090347,,
2022-01-01 17:00:00,3.0,2.4496784,,
2022-01-01 18:00:00,1.6,2.3047318,,
2022-01-01 19:00:00,1.6,2.2238812,,
2022-01-01 20:00:00,1.6,2.0994105,,
2022-01-01 21:00:00,1.3,2.2437375,,
2022-01-01 22:00:00,1.3,2.148788,,
2022-01-01 23:00:00,1.3,1.9986912,,
2022-01-02 00:00:00,1.3,2.0670388,,
2022-01-02 01:00:00,1.3,2.1073208,,
2022-01-02 02:00:00,1.3,1.9716603,,
2022-01-02 03:00:00,1.0,2.0758302,,
2022-01-02 04:00:00,1.0,1.9189084,,
2022-01-02 05:00:00,1.0,1.9429907,,
2022-01-02 06:00:00,2.3,1.7711594,,
2022-01-02 07:00:00,2.3,1.893022,,
2022-01-02 08:00:00,2.3,1.8393507,,
2022-01-02 09:00:00,2.3,2.0203047,,
2022-01-02 10:00:00,2.3,1.6365544,,
2022-01-02 11:00:00,2.3,1.7425925,,
2022-01-02 12:00:00,3.3,1.8324585,,
2022-01-02 13:00:00,3.3,2.2081242,,
2022-01-02 14:00:00,3.3,1.9063126,,
2022-01-02 15:00:00,2.0,1.4509269,,
2022-01-02 16:00:00,2.0,1.5783522,,
2022-01-02 17:00:00,2.0,2.0619016,,
2022-01-02 18:00:00,4.0,1.9050945,,
2022-01-02 19:00:00,4.0,2.0186014,,
2022-01-02 20:00:00,4.0,2.3923721,,
2022-01-02 21:00:00,3.3,2.6280384,,
2022-01-02 22:00:00,3.3,2.7448807,,
2022-01-02 23:00:00,3.3,2.7827156,,
2022-01-03 00:00:00,3.0,2.6289582,,
2022-01-03 01:00:00,3.0,2.4923708,,
2022-01-03 02:00:00,3.0,2.5014873,,
2022-01-03 03:00:00,2.0,2.0936544,,
2022-01-03 04:00:00,2.0,1.2349699,,
2022-01-03 05:00:00,2.0,1.2176099,,
2022-01-03 06:00:00,1.3,1.0043414,,
2022-01-03 07:00:00,1.3,1.431252,,
2022-01-03 08:00:00,1.3,1.2099328,,
2022-01-03 09:00:00,1.6,1.4065875,,
2022-01-03 10:00:00,1.6,1.8336964,,
2022-01-03 11:00:00,1.6,1.6968778,,
2022-01-03 12:00:00,2.0,1.7272995,,
2022-01-03 13:00:00,2.0,1.5531099,,
2022-01-03 14:00:00,2.0,1.2633123,,
2022-01-03 15:00:00,2.3,1.5148,,
2022-01-03 16:00:00,2.3,1.6323849,,
2022-01-03 17:00:00,2.3,1.7030985,,
2022-01-03 18:00:00,3.0,1.5507601,,
2022-01-03 19:00:00,3.0,1.6387457,,
2022-01-03 20:00:00,3.0,1.7113535,,
2022-01-03 21:00:00,0.6,1.8389957,,
2022-01-03 22:00:00,0.6,1.705278,,
2022-01-03 23:00:00,0.6,1.2540133,,
2022-01-04 00:00:00,1.3,1.3704479,,
2022-01-04 01:00:00,1.3,1.352307,,
2022-01-04 02:00:00,1.3,1.1489558,,
2022-01-04 03:00:00,0.6,0.98335123,,
2022-01-04 04:00:00,0.6,0.986753,,
2022-01-04 05:00:00,0.6,1.0456246,,
2022-01-04 06:00:00,0.0,1.020674,,
2022-01-04 07:00:00,0.0,1.0881035,,
2022-01-04 08:00:00,0.0,0.872056,,
2022-01-04 09:00:00,0.3,0.8335867,,
2022-01-04 10:00:00,0.3,0.6681835,,
2022-01-04 11:00:00,0.3,0.6955134,,
2022-01-04 12:00:00,0.3,0.6734843,,
2022-01-04 13:00:00,0.3,0.63505965,,
2022-01-04 14:00:00,0.3,0.4485344,,
2022-01-04 15:00:00,0.6,0.43443313,,
2022-01-04 16:00:00,0.6,0.5320142,,
2022-01-04 17:00:00,0.6,0.6643406,,
2022-01-04 18:00:00,2.3,0.7744206,,
2022-01-04 19:00:00,2.3,0.9468382,,
2022-01-04 20:00:00,2.3,1.0787318,,
2022-01-04 21:00:00,0.0,1.1628501,,
2022-01-04 22:00:00,0.0,0.76415026,,
2022-01-04 23:00:00,0.0,0.43380743,,
2022-01-05 00:00:00,0.0,0.4497621,,
2022-01-05 01:00:00,0.0,0.7384389,,
2022-01-05 02:00:00,0.0,0.44159994,,
2022-01-05 03:00:00,0.6,0.6610649,,
2022-01-05 04:00:00,0.6,0.5073557,,
2022-01-05 05:00:00,0.6,1.3826699,,
2022-01-05 06:00:00,1.3,1.4931377,,
2022-01-05 07:00:00,1.3,0.8747283,,
2022-01-05 08:00:00,1.3,0.88386804,,
2022-01-05 09:00:00,0.0,0.6785058,,
2022-01-05 10:00:00,0.0,0.61687565,,
2022-01-05 11:00:00,0.0,0.73356944,,
2022-01-05 12:00:00,0.0,0.6191782,,
2022-01-05 13:00:00,0.0,0.51833695,,
2022-01-05 14:00:00,0.0,0.5744656,,
2022-01-05 15:00:00,0.0,0.6411848,,
2022-01-05 16:00:00,0.0,0.7937959,,
2022-01-05 17:00:00,0.0,0.67986697,,
2022-01-05 18:00:00,0.0,0.4138588,,
2022-01-05 19:00:00,0.0,0.5183712,,
2022-01-05 20:00:00,0.0,0.45248803,,
2022-01-05 21:00:00,0.0,0.49042568,,
2022-01-05 22:00:00,0.0,0.4958802,,
2022-01-05 23:00:00,0.0,0.4415,,
2022-01-06 00:00:00,0.0,0.36803895,,
2022-01-06 01:00:00,0.0,0.36630458,,
2022-01-06 02:00:00,0.0,0.3435245,,
2022-01-06 03:00:00,0.0,0.36965773,,
2022-01-06 04:00:00,0.0,0.334153,,
2022-01-06 05:00:00,0.0,0.30463228,,
2022-01-06 06:00:00,0.0,0.35499418,,
2022-01-06 07:00:00,0.0,0.33385155,,
2022-01-06 08:00:00,0.0,0.297749,,
2022-01-06 09:00:00,0.3,0.25829425,,
2022-01-06 10:00:00,0.3,0.5024761,,
2022-01-06 11:00:00,0.3,0.60490257,,
2022-01-06 12:00:00,0.0,0.6692734,,
2022-01-06 13:00:00,0.0,0.5454966,,
2022-01-06 14:00:00,0.0,0.36791152,,
2022-01-06 15:00:00,0.0,0.27277046,,
2022-01-06 16:00:00,0.0,0.3193502,,
2022-01-06 17:00:00,0.0,0.25748804,,
2022-01-06 18:00:00,0.0,0.243067,,
2022-01-06 19:00:00,0.0,0.2431397,,
2022-01-06 20:00:00,0.0,0.24281874,,
2022-01-06 21:00:00,0.0,0.24345705,,
2022-01-06 22:00:00,0.0,0.25416923,,
2022-01-06 23:00:00,0.0,0.28112108,,
2022-01-07 00:00:00,0.0,0.26980636,,
2022-01-07 01:00:00,0.0,0.27436265,,
2022-01-07 02:00:00,0.0,0.24348478,,
2022-01-07 03:00:00,0.0,0.2428058,,
2022-01-07 04:00:00,0.0,0.24316642,,
2022-01-07 05:00:00,0.0,0.27393335,,
2022-01-07 06:00:00,0.0,0.2954668,,
2022-01-07 07:00:00,0.0,0.2900868,,
2022-01-07 08:00:00,0.0,0.28219908,,
2022-01-07 09:00:00,0.0,0.24279113,,
2022-01-07 10:00:00,0.0,0.24252634,,
2022-01-07 11:00:00,0.0,0.24297416,,
2022-01-07 12:00:00,0.0,0.24266095,,
2022-01-07 13:00:00,0.0,0.2433115,,
2022-01-07 14:00:00,0.0,0.24301362,,
2022-01-07 15:00:00,0.0,0.24295878,,
2022-01-07 16:00:00,0.0,0.2422072,,
2022-01-07 17:00:00,0.0,0.24236238,,
2022-01-07 18:00:00,0.0,0.24315839,,
2022-01-07 19:00:00,0.0,0.24183488,,
2022-01-07 20:00:00,0.0,0.24284407,,
2022-01-07 21:00:00,1.0,0.32217115,,
2022-01-07 22:00:00,1.0,0.33038315,,
2022-01-07 23:00:00,1.0,0.45304233,,
2022-01-08 00:00:00,0.6,0.40730113,,
2022-01-08 01:00:00,0.6,0.8486062,,
2022-01-08 02:00:00,0.6,0.6521257,,
2022-01-08 03:00:00,1.0,0.6189092,,
2022-01-08 04:00:00,1.0,1.3596693,,
2022-01-08 05:00:00,1.0,1.5221485,,
2022-01-08 06:00:00,1.3,1.3563182,,
2022-01-08 07:00:00,1.3,1.3187422,,
2022-01-08 08:00:00,1.3,1.3753349,,
2022-01-08 09:00:00,5.0,1.5689743,,
2022-01-08 10:00:00,5.0,1.474618,,
2022-01-08 11:00:00,5.0,2.3868947,,
2022-01-08 12:00:00,4.6,3.3043227,,
2022-01-08 13:00:00,4.6,3.6199613,,
2022-01-08 14:00:00,4.6,3.933305,,
2022-01-08 15:00:00,3.0,4.0311613,,
2022-01-08 16:00:00,3.0,2.8896983,,
2022-01-08 17:00:00,3.0,2.5292492,,
2022-01-08 18:00:00,2.3,2.1383388,,
2022-01-08 19:00:00,2.3,2.5888228,,
2022-01-08 20:00:00,2.3,2.4774842,,
2022-01-08 21:00:00,2.0,2.3745892,,
2022-01-08 22:00:00,2.0,2.3834476,,
2022-01-08 23:00:00,2.0,2.6274695,,
2022-01-09 00:00:00,0.6,2.1675982,,
2022-01-09 01:00:00,0.6,2.1852345,,
2022-01-09 02:00:00,0.6,1.6527822,,
2022-01-09 03:00:00,2.0,1.5623393,,
2022-01-09 04:00:00,2.0,1.5337069,,
2022-01-09 05:00:00,2.0,1.5246336,,
2022-01-09 06:00:00,1.3,1.4765701,,
2022-01-09 07:00:00,1.3,1.4384856,,
2022-01-09 08:00:00,1.3,1.1684362,,
2022-01-09 09:00:00,2.0,0.87863314,,
2022-01-09 10:00:00,2.0,0.85374403,,
2022-01-09 11:00:00,2.0,1.0934292,,
2022-01-09 12:00:00,2.6,1.0945406,,
2022-01-09 13:00:00,2.6,1.2002784,,
2022-01-09 14:00:00,2.6,1.2672341,,
2022-01-09 15:00:00,2.3,1.5011564,,
