Date,Labels,Predictions,Epistemic,Aleatoric
2022-01-01 00:00:00,1.6,2.2755206,0.897969126701355,1.4128549098968506
2022-01-01 01:00:00,1.6,1.5499513,,
2022-01-01 02:00:00,1.6,1.4470162,,
2022-01-01 03:00:00,1.6,2.144196,,
2022-01-01 04:00:00,1.6,2.2371345,,
2022-01-01 05:00:00,1.6,2.253253,,
2022-01-01 06:00:00,3.0,2.1590347,,
2022-01-01 07:00:00,3.0,2.2201922,,
2022-01-01 08:00:00,3.0,2.515636,,
2022-01-01 09:00:00,3.0,2.6238716,,
2022-01-01 10:00:00,3.0,2.6618385,,
2022-01-01 11:00:00,3.0,2.574224,,
2022-01-01 12:00:00,1.3,2.8491023,,
2022-01-01 13:00:00,1.3,2.5240111,,
2022-01-01 14:00:00,1.3,2.5962493,,
2022-01-01 15:00:00,3.0,2.652652,,
2022-01-01 16:00:00,3.0,2.8364673,,
2022-01-01 17:00:00,3.0,2.8652234,,
2022-01-01 18:00:00,1.6,2.7465725,,
2022-01-01 19:00:00,1.6,2.682734,,
2022-01-01 20:00:00,1.6,2.5079896,,
2022-01-01 21:00:00,1.3,2.6605701,,
2022-01-01 22:00:00,1.3,2.568167,,
2022-01-01 23:00:00,1.3,2.295018,,
2022-01-02 00:00:00,1.3,2.3508494,,
2022-01-02 01:00:00,1.3,2.4190824,,
2022-01-02 02:00:00,1.3,2.1900673,,
2022-01-02 03:00:00,1.0,2.3962836,,
2022-01-02 04:00:00,1.0,2.1086745,,
2022-01-02 05:00:00,1.0,2.2344103,,
2022-01-02 06:00:00,2.3,1.9529803,,
2022-01-02 07:00:00,2.3,2.1034694,,
2022-01-02 08:00:00,2.3,2.031919,,
2022-01-02 09:00:00,2.3,2.258806,,
2022-01-02 10:00:00,2.3,1.7656691,,
2022-01-02 11:00:00,2.3,1.9197633,,
2022-01-02 12:00:00,3.3,2.0133023,,
2022-01-02 13:00:00,3.3,2.44724,,
2022-01-02 14:00:00,3.3,2.0840998,,
2022-01-02 15:00:00,2.0,1.5069798,,
2022-01-02 16:00:00,2.0,1.6710812,,
2022-01-02 17:00:00,2.0,2.4635372,,
2022-01-02 18:00:00,4.0,2.1737075,,
2022-01-02 19:00:00,4.0,2.3966045,,
2022-01-02 20:00:00,4.0,2.8330765,,
2022-01-02 21:00:00,3.3,3.0837402,,
2022-01-02 22:00:00,3.3,3.0568154,,
2022-01-02 23:00:00,3.3,3.0539489,,
2022-01-03 00:00:00,3.0,2.9407773,,
2022-01-03 01:00:00,3.0,2.8489833,,
2022-01-03 02:00:00,3.0,2.8576598,,
2022-01-03 03:00:00,2.0,2.4573905,,
2022-01-03 04:00:00,2.0,1.3140125,,
2022-01-03 05:00:00,2.0,1.3009393,,
2022-01-03 06:00:00,1.3,1.0167749,,
2022-01-03 07:00:00,1.3,1.4672147,,
2022-01-03 08:00:00,1.3,1.292441,,
2022-01-03 09:00:00,1.6,1.4743179,,
2022-01-03 10:00:00,1.6,2.0873113,,
2022-01-03 11:00:00,1.6,1.8646832,,
2022-01-03 12:00:00,2.0,1.905707,,
2022-01-03 13:00:00,2.0,1.6193421,,
2022-01-03 14:00:00,2.0,1.3259754,,
2022-01-03 15:00:00,2.3,1.5597353,,
2022-01-03 16:00:00,2.3,1.7047774,,
2022-01-03 17:00:00,2.3,1.7929528,,
2022-01-03 18:00:00,3.0,1.5527917,,
2022-01-03 19:00:00,3.0,1.6986115,,
2022-01-03 20:00:00,3.0,1.8217964,,
2022-01-03 21:00:00,0.6,2.0592935,,
2022-01-03 22:00:00,0.6,1.8535585,,
2022-01-03 23:00:00,0.6,1.3213595,,
2022-01-04 00:00:00,1.3,1.4291713,,
2022-01-04 01:00:00,1.3,1.387242,,
2022-01-04 02:00:00,1.3,1.1298935,,
2022-01-04 03:00:00,0.6,0.99438363,,
2022-01-04 04:00:00,0.6,1.0249213,,
2022-01-04 05:00:00,0.6,1.068085,,
2022-01-04 06:00:00,0.0,1.0493017,,
2022-01-04 07:00:00,0.0,1.119215,,
2022-01-04 08:00:00,0.0,0.8800832,,
2022-01-04 09:00:00,0.3,0.8707625,,
2022-01-04 10:00:00,0.3,0.6598414,,
2022-01-04 11:00:00,0.3,0.70074385,,
2022-01-04 12:00:00,0.3,0.6896741,,
2022-01-04 13:00:00,0.3,0.6335063,,
2022-01-04 14:00:00,0.3,0.38815016,,
2022-01-04 15:00:00,0.6,0.37313008,,
2022-01-04 16:00:00,0.6,0.48503882,,
2022-01-04 17:00:00,0.6,0.68068635,,
2022-01-04 18:00:00,2.3,0.75829434,,
2022-01-04 19:00:00,2.3,0.94157153,,
2022-01-04 20:00:00,2.3,1.096157,,
2022-01-04 21:00:00,0.0,1.1981667,,
2022-01-04 22:00:00,0.0,0.73000157,,
2022-01-04 23:00:00,0.0,0.40852976,,
2022-01-05 00:00:00,0.0,0.39882073,,
